projname,landmark,projcode,statecode,distcode,blkcode,projtype,isgeotagged,loc_geom,last_updated_by_x,last_updated_on_x,id_x,projstatus_x,oldprojcode,proj_seq,cb_type,ru_type,ot_type,recent_sts_id,Unnamed: 19,Unnamed: 20,id_y,photo1,loc_geom1,photo1_time,photo2,loc_geom2,photo2_time,projstatus_y,surveyor_cmnt,obs_date,obs_by,approved,approver_cmnt,approved_by,approved_on,last_updated_by_y,last_updated_on_y,longitude1,latitude1,longitude2,latitude2,accuracy1,accuracy2,surveyor_name,approver_name,ai_review,ai_reasoning,ai_status,time_check
CONSTRUCTION OF E TYPE QUARTER FOR JUDICIAL OFFICER OF THE CIVIL COURT AT KHAIRAGARH,IRRIGATION STAFF QUARTERS BUILDINGS AT CIVIL LINE,CG3880006,CG,388,KHAIRAGARH,CMP,True,0101000020E61000003DDBFEF04E3E54407DCAD69F696C3540,scgrajnan,2023-10-10 14:22:45.056773,1368,100,,6,False,True,False,6289,,,6289,../photos/CG3880006_1696927964_p1.jpeg,0101000020E6100000DF3A5A304C3E5440A1B6B2E9AD6C3540,2023-10-10 14:09:54,../photos/CG3880006_1696927965_p2.jpeg,0101000020E6100000DF3A5A304C3E5440A1B6B2E9AD6C3540,2023-10-10 14:10:03,100,Completed,2023-10-10 14:10:06,scgrajnan,True,Approved,cgrajnan,2024-02-02 00:00:00,cgrajnan,2024-02-02 17:23:42.491927,80.9734002,21.4245287,80.9734002,21.4245287,21.6,21.6,,B S BAGHEL CE PWD DURG ZONE,,NaN,,NaN
Construction of fourth floor at Judicial Court Complex in Dist Jalandhar,Near BMC Chowk,CHpbJAL552,PB,34,Jalandhar,CMP,True,0101000020E610000060E39FBE8AE55240AC2AEA82B0513F40,pbuser,2020-08-17 11:17:06.305119,721,100,CHpbJAL552,1,True,False,False,2172,,,2172,../photos/CHpbJAL552_1591775222_p1.jpeg,0101000020E6100000351CE09398E55240A57CADF0D3513F40,2020-06-10 12:59:29,../photos/CHpbJAL552_1591775222_p2.jpeg,0101000020E61000002F2B5E7699E552403EE1911DC0513F40,2020-06-10 13:00:05,100,Completed and Handover on December 7th of 2019,2020-06-10 13:00:27,spbjaland,True,Completed and Handover on December 7th of 2019,pbjaland,2020-06-10 00:00:00,pbjaland,2020-06-10 13:33:20.371926,75.5874376,31.3196402,75.5874916,31.3193377,29.88,30.47,,Manjit Singh,,NaN,,NaN
CHEMICAL EARTHING IN THE DISTRICT AND SESSION COURT BUILDING AT JAGDALPUR,NEAR ALL INDIA RADIO,CG3740003,CG,374,JAGDALPUR,CMP,True,0101000020E6100000CED7762428815440A3E30FABE4143340,scgbastar,2020-07-01 12:37:20.944613,1567,100,,3,False,False,True,2467,,,2467,../photos/CG3740003_1593587240_p1.jpeg,0101000020E6100000CED7762428815440A3E30FABE4143340,2020-07-01 12:36:44,../photos/CG3740003_1593587240_p2.jpeg,0101000020E6100000D9C7AFC4288154404C29F922EB143340,2020-07-01 12:37:02,100,Work Done,2020-07-01 12:37:19,scgbastar,True,Work satisfactory,cgbastar,2020-09-17 00:00:00,cgbastar,2020-09-17 13:09:28.809551,82.0180751,19.0816142,82.0181133,19.0817129,18.43,15.2,,G S MANDAVI,,NaN,,NaN
Construction of new court buildingG2at omergaTq Omerga DistOsmanabad,,CHmhOSM1002,MH,488,,UC,True,0101000020E610000093A57B421B28534044B060D163D63140,smhosmana,2023-12-01 14:32:23.10326,419,90,CHmhOSM1002,4,True,False,False,6706,,,6706,../photos/CHmhOSM1002_1701421343_p1.jpeg,0101000020E610000093A57B421B28534044B060D163D63140,2023-12-01 14:31:33,../photos/CHmhOSM1002_1701421343_p2.jpeg,0101000020E61000002820370D1B2853406105532866D63140,2023-12-01 14:32:10,90,Fixing of Doors and Windows In Progress,2023-12-01 14:32:21,smhosmana,True,Fixing of Doors and Windows In Progress,mhosmana,2023-12-01 00:00:00,mhosmana,2023-12-01 14:42:12.61231,76.6266638,17.8374606,76.6266511,17.8374963,18.7,13.9,,,,NaN,,NaN
Construction Of Residential Quarters for civil Judge JD at lohara Dist Osmanabad  Revised AA,,RUmhOSM993,MH,488,,CMP,True,0101000020E6100000D8B0F03F43145340A2CB400A43FD3140,smhosmana,2023-12-01 12:28:43.004407,411,100,RUmhOSM993,3,False,True,False,6696,,,5964,../photos/RUmhOSM993_1676897474_p1.jpeg,0101000020E61000006B5BDE663B1453404A88A87812FD3140,2023-02-20 18:20:30,../photos/RUmhOSM993_1676897474_p2.jpeg,0101000020E61000006B5BDE663B1453404A88A87812FD3140,2023-02-20 18:20:39,100,Handed over,2023-02-20 18:20:56,smhosmana,True,Hand over completed,mhosmana,2023-06-01 00:00:00,mhosmana,2023-06-01 13:30:47.450837,76.3161256,17.9885631,76.3161256,17.9885631,4.2,4.2,,,,NaN,,NaN
Construction of New Court Complex at Karkala  in Udupi District,Karkala,KA5490005,KA,549,Court Complex,CMP,True,0101000020E61000006DA2E07371C0524033BA281F276D2A40,skaudupi,2024-01-25 17:42:42.522163,1693,100,,5,True,False,False,7336,,,7336,../photos/KA5490005_1706184762_p1.jpeg,0101000020E61000006DA2E07371C0524033BA281F276D2A40,2024-01-25 17:42:15,../photos/KA5490005_1706184762_p2.jpeg,0101000020E6100000F68887E670C0524096DA41DB206D2A40,2024-01-25 17:42:26,100,Completed and handed over,2024-01-25 17:42:39,skaudupi,True,Completed and Handed Over,kaudupi,2024-01-29 00:00:00,kaudupi,2024-01-29 17:29:32.737355,75.0069246,13.2131891,75.0068909,13.2131413,10.5,11.2,,EE PWD UDUPI,,NaN,,NaN
CONSTRUCTION OF 2ND FLOOR ON THE EXISTING QUARTERS AT BANTWAL TALUK D.K DISTRICT,,RUkaDAK1007,KA,534,,CMP,True,0101000020E61000006F2E59709AC152401F9B898E89C12940,skadakshikan,2024-04-04 15:29:58.032866,424,100,RUkaDAK1007,3,False,True,False,7687,,,6365,../photos/RUkaDAK1007_1699617075_p1.jpeg,0101000020E61000006F2E59709AC152401F9B898E89C12940,2023-11-10 17:20:15,../photos/RUkaDAK1007_1699617075_p2.jpeg,0101000020E6100000D4F3C9E59AC1524048AC206173C12940,2023-11-10 17:20:42,90,Work under progress,2023-11-10 17:21:12,skadakshikan,True,Flooring and electrical work under progress,kadakshikan,2023-11-23 00:00:00,kadakshikan,2023-11-23 15:15:18.761941,75.0250512,12.8780026,75.0250792,12.8778334,4.69,4.75,,AMARNATH JAIN H P,,NaN,,NaN
CONSTRUCTION OF F TYPE QUARTER FOR JUDICIAL OFFICER OF THE CIVIL COURT AT KHAIRAGARH,IGGIGATION STAFF QUARTERS BUILDINGS AT CIVIL LINE,CG3880007,CG,388,KHAIRAGARH,CMP,True,0101000020E6100000DD7305804F3E54404C4CBCA8826C3540,scgrajnan,2023-10-10 14:25:21.542296,1370,100,,7,False,True,False,6294,,,6290,../photos/CG3880007_1696928115_p1.jpeg,0101000020E6100000D31973324C3E54409BB1C3F3AD6C3540,2023-10-10 14:19:05,../photos/CG3880007_1696928115_p2.jpeg,0101000020E6100000D31973324C3E54409BB1C3F3AD6C3540,2023-10-10 14:19:23,100,Completed,2023-10-10 14:19:56,scgrajnan,False,,,,scgrajnan,2023-10-10 14:25:15.701802,80.9734007,21.4245293,80.9734007,21.4245293,30.0,30.0,,,,NaN,,NaN
CONSTRUCTION OF F TYPE QUARTER FOR JUDICIAL OFFICER OF THE CIVIL COURT AT KHAIRAGARH,IGGIGATION STAFF QUARTERS BUILDINGS AT CIVIL LINE,CG3880007,CG,388,KHAIRAGARH,CMP,True,0101000020E6100000DD7305804F3E54404C4CBCA8826C3540,scgrajnan,2023-10-10 14:25:21.542296,1370,100,,7,False,True,False,6294,,,6294,../photos/CG3880007_1696928121_p1.jpeg,0101000020E6100000D31973324C3E54409BB1C3F3AD6C3540,2023-10-10 14:19:05,../photos/CG3880007_1696928121_p2.jpeg,0101000020E6100000D31973324C3E54409BB1C3F3AD6C3540,2023-10-10 14:19:23,100,Completed,2023-10-10 14:19:56,scgrajnan,False,,,,scgrajnan,2023-10-10 14:25:21.542296,80.9734007,21.4245293,80.9734007,21.4245293,30.0,30.0,,,,NaN,,NaN
Construction of District Court Building at Jharsuguda,"Behind Collectorate office, Jharsuguda",OD3570005,OD,357,Jharsuguda,CMP,True,0101000020E61000001AF9BCE2A9015540F1643733FAE33540,sodjharsu,2020-06-22 12:14:09.807843,1505,100,,5,True,False,False,2331,,,2331,../photos/OD3570005_1592808249_p1.jpeg,0101000020E61000001AF9BCE2A9015540F1643733FAE33540,2020-06-22 12:11:51,../photos/OD3570005_1592808249_p2.jpeg,0101000020E61000001AF9BCE2A9015540F1643733FAE33540,2020-06-22 12:12:08,100,The court building consisting of 11 nos of Court halls and other rooms as per approved drawing and completed in all respect,2020-06-22 12:13:45,sodjharsu,False,,,,sodjharsu,2020-06-22 12:14:09.807843,84.025994,21.8905365,84.025994,21.8905365,3.9,3.9,,,,NaN,,NaN
construction of ADR building (Balance work) at mandya district court Premises in mandya city,,CHkaMAN1052,KA,544,,CMP,True,0101000020E6100000DF92D22291385340E2838DA1520B2940,skamandhy,2021-05-25 12:04:39.16405,462,100,CHkaMAN1052,1,True,False,False,4234,,,4233,../photos/CHkaMAN1052_1621924251_p1.jpeg,0101000020E6100000DF92D22291385340E2838DA1520B2940,2021-05-25 11:55:20,../photos/CHkaMAN1052_1621924251_p2.jpeg,0101000020E6100000E5C2370392385340C662E5E14E0B2940,2021-05-25 11:56:14,100,Mandya ADR BUILDING completed,2021-05-25 12:00:46,skamandhy,False,,,,skamandhy,2021-05-25 12:00:51.909974,76.8838584,12.5221148,76.8839119,12.5220862,4.16,29.32,,,,NaN,,NaN
Construction of Quarters for Civil Judge  JMFC court Periyapatna,,RUkaMYS1050,KA,545,,CMP,True,0101000020E6100000B6F292FF490653403F8C101E6DAC2840,skamysuru,2023-11-28 14:37:49.19354,460,100,RUkaMYS1050,9,False,True,False,6659,,,6659,../photos/RUkaMYS1050_1701162469_p1.jpeg,0101000020E6100000DC6A31D35106534017FCEC365EAC2840,2023-11-28 14:36:02,../photos/RUkaMYS1050_1701162469_p2.jpeg,0101000020E61000002B14E97E4E065340E370E65773AC2840,2023-11-28 14:36:34,100,Work completed,2023-11-28 14:37:48,skamysuru,True,WORK COMPLETED,kamysuru,2023-12-08 00:00:00,kamysuru,2023-12-08 14:21:51.52485,76.0987442,12.3366563,76.098541,12.3368175,12.73,48.9,,EE PWD HUNSUR,,NaN,,NaN
Construction of 2 Judicial quarters at Kollegal,,RUkaCHA1053,KA,531,,CMP,True,0101000020E610000095EDE824004753409310F637B2502840,skachamar,2023-11-20 12:06:47.341893,464,100,RUkaCHA1053,5,False,True,False,6557,,,6557,../photos/RUkaCHA1053_1700462207_p1.jpeg,0101000020E610000075C8CD7003475340C0F8B369B6502840,2023-11-20 12:05:08,../photos/RUkaCHA1053_1700462207_p2.jpeg,0101000020E610000075C8CD7003475340C0F8B369B6502840,2023-11-20 12:05:29,100,COMPLETED AND HANDED OVER TO THE CONCERNED JUDICIAL USER DEPARTMENT,2023-11-20 12:06:45,skachamar,True,INAUGURATED ON 18th January 2020 by HONOURABLE HIGH COURT JUDGE KARNATAKA and Now it was using by JUDICIAL OFFICERS,kachamar,2023-11-20 00:00:00,kachamar,2023-11-20 12:11:27.871345,77.109585,12.1576417,77.109585,12.1576417,26.4,26.4,,,,NaN,,NaN
Construction of 3rd floor over existing 4 court building complex at Amalapuram,,CHapEAS973,AP,505,,UC,True,0101000020E61000009C2C5A257D8054406975CD3F55963040,sapeastgod,2023-11-24 12:04:13.834908,394,40,CHapEAS973,5,True,False,False,6626,,,4847,../photos/CHapEAS973_1631869129_p1.jpeg,0101000020E61000009A345717818054405727C2E160963040,2021-09-17 14:28:12,../photos/CHapEAS973_1631869129_p2.jpeg,0101000020E61000000BEA002D828054405813550960963040,2021-09-17 14:28:25,40,work is stopped due to covid,2021-09-17 14:28:47,sapeastgod,True,work stopped by the contractor and approached Honb,apeastgod,2023-11-15 00:00:00,apeastgod,2023-11-15 12:36:59.413923,82.0078791,16.5874158,82.0079453,16.5874029,18.55,19.07,,SE RB Kakinada,,NaN,,NaN
Construction of 3rd floor over existing 4 court building complex at Amalapuram,,CHapEAS973,AP,505,,UC,True,0101000020E61000009C2C5A257D8054406975CD3F55963040,sapeastgod,2023-11-24 12:04:13.834908,394,40,CHapEAS973,5,True,False,False,6626,,,6626,../photos/CHapEAS973_1700807653_p1.jpeg,0101000020E610000024EDEB6580805440218C440D4B963040,2023-11-24 11:58:14,../photos/CHapEAS973_1700807653_p2.jpeg,0101000020E610000088B25CDB80805440D7D0178C5B963040,2023-11-24 12:03:58,40,Work is stopped due to pending court case,2023-11-24 12:04:11,sapeastgod,True,work stopped due to court case,apeastgod,2023-12-05 00:00:00,apeastgod,2023-12-05 11:06:58.755041,82.0078368,16.5870827,82.0078648,16.5873344,29.44,11.87,,K Hariprasad Babu,,NaN,,NaN
Combined Court Building at Chengam in Tiruvannamalai District,,CHtnTIR1027,TN,593,Chengam,CMP,True,0101000020E6100000EBD44B42D8B35340EB10493EC0A42840,stntiruvann,2020-06-02 17:00:24.162842,439,100,CHtnTIR1027,1,True,False,False,1725,,,1725,../photos/CHtnTIR1027_1589432050_p1.jpeg,0101000020E6100000EBD44B42D8B35340EB10493EC0A42840,2020-05-14 10:21:33,../photos/CHtnTIR1027_1589432050_p2.jpeg,0101000020E6100000A93E462FD9B35340FEDE5CB2E0A42840,2020-05-14 10:22:18,100,WORK COMPLETED AND HANDED OVER INAUGURATED ON 12 MARCH 2019,2020-05-14 10:23:59,stntiruvann,False,,,,stntiruvann,2020-05-14 10:24:10.112552,78.8100744,12.3217792,78.8101309,12.3220268,30.46,3.99,,,,NaN,,NaN
Combined Court Building in the existing Krishnagiri District Court Campus at Krishnagiri,,CHtnKRI465,TN,577,Krishnagiri,CMP,True,0101000020E6100000C5CE6FF3A18C5340E564E256410C2940,stnkrishn,2020-06-02 17:00:24.162842,436,100,CHtnKRI465,1,True,False,False,1729,,,1727,../photos/CHtnKRI465_1589435939_p1.jpeg,0101000020E61000003C670B08AD8C5340599EACBDF40B2940,2020-05-14 11:28:10,../photos/CHtnKRI465_1589435940_p2.jpeg,0101000020E61000003C670B08AD8C5340599EACBDF40B2940,2020-05-14 11:28:25,100,Completed,2020-05-14 11:28:50,stnkrishn,False,,,,stnkrishn,2020-05-14 11:29:00.01368,78.198061,12.5233516,78.198061,12.5233516,27.59,27.59,,,,NaN,,NaN
4 Post attached Judge Quarters  Krishnagiri in Krishnagiri District,,RUtnKRI1032,TN,577,Krishnagiri,CMP,True,0101000020E61000003F4860BD9B8C53408AA5924B2D0D2940,stnkrishn,2020-06-02 17:00:24.162842,444,100,RUtnKRI1032,2,False,True,False,1731,,,1730,../photos/RUtnKRI1032_1589436682_p1.jpeg,0101000020E6100000F329B638998C53408B51D7DAFB0C2940,2020-05-14 11:40:38,../photos/RUtnKRI1032_1589436682_p2.jpeg,0101000020E6100000C29C45949B8C534004221F4F260D2940,2020-05-14 11:41:03,100,Completed,2020-05-14 11:41:12,stnkrishn,False,,,,stnkrishn,2020-05-14 11:41:22.881395,78.1968519,12.525359,78.1969958,12.5256829,24.98,34.77,,,,NaN,,NaN
CONSTRUCTION OF 7 BENCH COURT BUILDING AT ASHOKNAGAR,,CHmpASH1087,MP,391,,CMP,True,0101000020E6100000F87CDE9E316D5340DAEACD03B3973840,smpashokn,2020-06-02 17:00:24.162842,473,100,CHmpASH1087,8,True,False,False,1910,,,1910,../photos/CHmpASH1087_1589885818_p1.jpeg,0101000020E6100000F87CDE9E316D5340DAEACD03B3973840,2020-05-19 16:23:37,../photos/CHmpASH1087_1589885818_p2.jpeg,0101000020E6100000744A9B05356D5340A5B27279BD973840,2020-05-19 16:26:50,100,Final handling over,2020-05-19 16:26:56,smpashokn,True,OK,mpashokn,2023-11-29 00:00:00,mpashokn,2023-11-29 16:18:32.111068,77.7061536,24.5925753,77.7063612,24.5927349,31.46,28.85,,V K AARAKH,,NaN,,NaN
CONSTRUCTION OF RESIDENTIAL BUILDING FOR JUDICIAL OFFICER GRADE II AT DAPORIJO,Daporijo,RUarUPP1041,AR,241,Daporijo,CMP,True,0101000020E610000075D31C0FEC8D574096D05D1267FB3B40,saruppersub,2023-12-07 11:17:35.238122,453,100,RUarUPP1041,1,False,True,False,6736,,,4217,../photos/RUarUPP1041_1621493473_p1.jpeg,0101000020E610000075D31C0FEC8D574096D05D1267FB3B40,2021-05-20 12:20:15,../photos/RUarUPP1041_1621493473_p2.jpeg,0101000020E610000075D31C0FEC8D574096D05D1267FB3B40,2021-05-20 12:20:39,90,Final finishing left,2021-05-20 12:20:44,saruppersub,True,100 percent complete,aruppersub,2023-11-23 00:00:00,aruppersub,2023-11-23 11:26:16.193498,94.2175329,27.9820415,94.2175329,27.9820415,65.0,65.0,,,,NaN,,NaN
CONSTRUCTION OF RESIDENTIAL BUILDING FOR JUDICIAL OFFICER GRADE II AT DAPORIJO,Daporijo,RUarUPP1041,AR,241,Daporijo,CMP,True,0101000020E610000075D31C0FEC8D574096D05D1267FB3B40,saruppersub,2023-12-07 11:17:35.238122,453,100,RUarUPP1041,1,False,True,False,6736,,,6607,../photos/RUarUPP1041_1700733689_p1.jpeg,0101000020E6100000530EC1CC528E5740E05E3EFE77FB3B40,2023-11-23 15:30:44,../photos/RUarUPP1041_1700733689_p2.jpeg,0101000020E61000000CAD4ECE508E57403FEB75E679FB3B40,2023-11-23 15:31:03,100,Project completed,2023-11-23 15:31:12,saruppersub,True,Project completed,aruppersub,2023-11-23 00:00:00,aruppersub,2023-11-23 15:40:19.876881,94.2238037,27.9822997,94.223682,27.9823288,4.69,4.69,,,,NaN,,NaN
CONSTRUCTION OF RESIDENTIAL BUILDING FOR JUDICIAL OFFICER GRADE II AT DAPORIJO,Daporijo,RUarUPP1041,AR,241,Daporijo,CMP,True,0101000020E610000075D31C0FEC8D574096D05D1267FB3B40,saruppersub,2023-12-07 11:17:35.238122,453,100,RUarUPP1041,1,False,True,False,6736,,,6736,../photos/RUarUPP1041_1701928055_p1.jpeg,0101000020E6100000BA2759984F8E57408953F71274FB3B40,2023-12-07 11:16:28,../photos/RUarUPP1041_1701928055_p2.jpeg,0101000020E6100000E2A0CE26518E57407758970975FB3B40,2023-12-07 11:16:52,100,Work completed,2023-12-07 11:17:25,saruppersub,True,Handing Taking Done,aruppersub,2023-12-07 00:00:00,aruppersub,2023-12-07 11:19:30.539862,94.2236081,27.9822399,94.2237031,27.9822546,4.62,4.67,,,,NaN,,NaN
CONSTRUCTION OF CJ JD AND JM COURT BUILDING AT RASHMI,,CHrjCHI1020,RJ,95,Rashmi,CMP,True,0101000020E61000002233BCFE49965240BD4CB967020C3940,srjchitta,2020-07-17 14:13:53.556402,432,100,CHrjCHI1020,1,True,False,False,2673,,,2673,../photos/CHrjCHI1020_1594975433_p1.jpeg,0101000020E61000002233BCFE49965240BD4CB967020C3940,2020-07-17 14:12:39,../photos/CHrjCHI1020_1594975433_p2.jpeg,0101000020E6100000EC1FFAA44996524064F6C3190D0C3940,2020-07-17 14:13:02,100,Completed,2020-07-17 14:13:51,srjchitta,True,Yes,rjchitta,2024-01-16 00:00:00,rjchitta,2024-01-16 13:10:27.092257,74.3482663,25.0469117,74.3482449,25.0470749,8.2,3.11,,R.C. Meena,,NaN,,NaN
Construction of District Court Complex at Momimadad Srinagar,,CHjkSri0,JK,13,,CMP,True,0101000020E610000093930523E1B15240068948A8F4084140,sjksrinag,2020-12-18 11:46:37.976036,499,100,CHjkSri0,1,True,False,False,3692,,,3692,../photos/CHjkSri0_1608272197_p1.jpeg,0101000020E610000015713AC9D6B15240E6AC4F3926094140,2020-12-18 11:44:44,../photos/CHjkSri0_1608272197_p2.jpeg,0101000020E61000007ADA86F6D6B15240EE618ACD22094140,2020-12-18 11:45:08,100,District Court Complex Srinagar at Mominabad was inaugurated  and made functional on 29th of July 2017,2020-12-18 11:45:15,sjksrinag,True,Data uploaded is right,jksrinag,2020-12-22 00:00:00,jksrinag,2020-12-22 09:37:29.422701,74.7787345,34.071479,74.7787453,34.0713746,27.76,30.06,,Shiekh Javeed,,NaN,,NaN
Construction of One New Court Halls at Magadi  Construction of II Additional Civil Judge  JMFC Cou,,CHkaRAM1115,KA,631,,CMP,True,0101000020E6100000268DD13AAA4E53409706D90D36E82940,kauser,2021-06-09 13:31:51.5624,496,100,CHkaRAM1115,2,True,False,False,3104,,,3104,../photos/CHkaRAM1115_1598522169_p1.jpeg,0101000020E6100000B0C16790A74E5340C97CF61219E82940,2020-08-27 15:25:32,../photos/CHkaRAM1115_1598522169_p2.jpeg,0101000020E6100000DFB595A8A84E5340292499D53BE82940,2020-08-27 15:25:55,100,Physically completed and proposed Additional work to high court,2020-08-27 15:26:01,skaramnag,True,physically completed,karamnag,2020-08-27 00:00:00,karamnag,2020-08-27 15:48:46.681117,77.2289773,12.9533163,77.2290441,12.9535815,10.0,10.0,,Vijayagopal R V,,NaN,,NaN
construction of court complex at bhadravathi,,CHkaSHI1109,KA,547,BHADRAVATHI,CMP,True,0101000020E6100000FCFB315214ED524031732612F1B32B40,skashivam,2023-11-15 11:52:45.9007,490,100,CHkaSHI1109,3,True,False,False,6377,,,6377,../photos/CHkaSHI1109_1700029365_p1.jpeg,0101000020E6100000AD86C43D16ED5240304F4244C5B32B40,2023-11-15 11:52:04,../photos/CHkaSHI1109_1700029365_p2.jpeg,0101000020E6100000AD86C43D16ED5240304F4244C5B32B40,2023-11-15 11:52:24,100,Completed,2023-11-15 11:52:45,skashivam,True,Completed,kashivam,2023-11-23 00:00:00,kashivam,2023-11-23 13:05:54.294865,75.7044825,13.8511144,75.7044825,13.8511144,27.41,27.41,,Vijayakumar Y N,,NaN,,NaN
Construction of Govt Advocate Public Prosecutor APP office  Accommodation to staff members bldg,,RUkaBEL1099,KA,527,Bailhongala,CMP,True,0101000020E61000004A743BA011B752405AC7A7B68AA42F40,skabelaga,2023-11-16 12:35:45.236442,482,100,RUkaBEL1099,5,False,True,False,6462,,,6462,../photos/RUkaBEL1099_1700118345_p1.jpeg,0101000020E61000004A743BA011B752405AC7A7B68AA42F40,2023-11-16 12:34:40,../photos/RUkaBEL1099_1700118345_p2.jpeg,0101000020E61000003E5354A211B75240788DA72F95A42F40,2023-11-16 12:34:59,100,The building is completed and handed over,2023-11-16 12:35:44,skabelaga,True,Work Completed and Handed over,kabelaga,2023-11-16 00:00:00,kabelaga,2023-11-16 13:23:55.616311,74.8604508,15.8213708,74.8604513,15.8214507,4.75,4.75,,EE PWD Div Belagavi,,NaN,,NaN
Construction of New Court Halls at Manvi,,CHkaRAI1120,KA,546,,CMP,True,0101000020E6100000C3AE377B314353400A59CCBEE1FC2F40,skaraichu,2023-11-17 11:29:44.626781,498,100,CHkaRAI1120,1,True,False,False,6502,,,6502,../photos/CHkaRAI1120_1700200784_p1.jpeg,0101000020E6100000A2EAFC802C435340A75599CEF3FC2F40,2023-11-17 11:29:05,../photos/CHkaRAI1120_1700200784_p2.jpeg,0101000020E6100000A2EAFC802C435340A75599CEF3FC2F40,2023-11-17 11:29:33,100,New Court Building Final Handling process completed,2023-11-17 11:29:36,skaraichu,True,Work completed and Handed over,karaichu,2023-11-17 00:00:00,karaichu,2023-11-17 17:30:46.431524,77.0495913,15.9940476,77.0495913,15.9940476,7.07,7.07,,K Shankar,,NaN,,NaN
Construction of Distic Court complex and  ADR Building at Chikmagalur,,CHkaCHI1086,KA,532,chikmagalur,UC,True,0101000020E6100000309A3A3451F352408D7A884677B02A40,skachikka,2021-05-27 17:29:57.964374,475,90,CHkaCHI1086,3,True,False,False,4240,,,4240,../photos/CHkaCHI1086_1622116797_p1.jpeg,0101000020E6100000309A3A3451F352408D7A884677B02A40,2021-05-27 17:27:46,../photos/CHkaCHI1086_1622116797_p2.jpeg,0101000020E6100000A740666751F3524074BE8EEED6B02A40,2021-05-27 17:29:37,90,Building completed except handing over,2021-05-27 17:29:53,skachikka,False,,,,skachikka,2021-05-27 17:29:57.964374,75.8018313,13.34466,75.8018435,13.3453898,11.1,7.5,,,,NaN,,NaN
Construction of 2 Nos houses type VI for Additional Session Judge in Sector 39 Chandigarh,,RUchCHA1161,CH,44,Chandigarh,CMP,True,0101000020E61000006CEA3C2AFE2E534058CE39D3DFBE3E40,schchandi,2020-06-13 10:55:30.942249,539,100,RUchCHA1161,5,False,True,False,2247,,,2247,../photos/RUchCHA1161_1592025930_p1.jpeg,0101000020E61000006CEA3C2AFE2E534058CE39D3DFBE3E40,2020-06-13 10:53:51,../photos/RUchCHA1161_1592025930_p2.jpeg,0101000020E6100000ED0104BD012F53401DD9A6C2E9BE3E40,2020-06-13 10:54:39,100,sector 39 VI type,2020-06-13 10:56:35,schchandi,True,work completed,chchandi,2023-12-08 00:00:00,chchandi,2023-12-08 10:38:50.364186,76.734263,30.7456028,76.7344811,30.7457544,6.86,4.79,,Dr Arman singh,,NaN,,NaN
Const of 2 Nos houses for Sr Sub Judge CJM in Sector 39 Chandigarh,,RUchCHA1195,CH,44,Chandigarh,CMP,True,0101000020E61000000688DDD2C52E534081E1A65027BE3E40,schchandi,2020-06-13 11:13:07.839317,542,100,RUchCHA1195,8,False,True,False,2249,,,2249,../photos/RUchCHA1195_1592026987_p1.jpeg,0101000020E61000000688DDD2C52E534081E1A65027BE3E40,2020-06-13 11:12:29,../photos/RUchCHA1195_1592026987_p2.jpeg,0101000020E61000002B847A9FCF2E5340A4390DAC3EBE3E40,2020-06-13 11:13:56,100,Sr sub judge cjm,2020-06-13 11:13:58,schchandi,True,work completed,chchandi,2023-12-08 00:00:00,chchandi,2023-12-08 10:39:44.54723,76.7308242,30.7427874,76.7314223,30.7431438,4.94,5.17,,Dr Arman singh,,NaN,,NaN
Construction of 5 Nos Judges Houses in Sector 39 Chandigarh,,RUchCHA1193,CH,44,Chandigarh,CMP,True,0101000020E6100000D0E7ED19D32E534042C1D6B672BE3E40,schchandi,2020-06-13 11:24:37.431657,540,100,RUchCHA1193,6,False,True,False,2250,,,2250,../photos/RUchCHA1193_1592027677_p1.jpeg,0101000020E6100000D0E7ED19D32E534042C1D6B672BE3E40,2020-06-13 11:19:26,../photos/RUchCHA1193_1592027677_p2.jpeg,0101000020E61000002F38DE78D22E5340B390251873BE3E40,2020-06-13 11:25:12,100,five no Judge houses,2020-06-13 11:25:17,schchandi,True,work completed,chchandi,2023-12-08 00:00:00,chchandi,2023-12-08 10:39:05.149185,76.7316346,30.7439379,76.7315962,30.7439437,10.43,4.76,,Dr Arman singh,,NaN,,NaN
Const 8 Nos Houses TypeV in Judicial Officers of the Subordinate Judiciary of Distt Level Sec 39 Chd,,RUchCHA1194,CH,44,Chandigarh,CMP,True,0101000020E61000005825EC36032F5340CEF5227FD5BE3E40,schchandi,2020-06-13 11:25:42.066712,541,100,RUchCHA1194,7,False,True,False,2251,,,2248,../photos/RUchCHA1194_1592026169_p1.jpeg,0101000020E610000017C6CCF4012F5340203BB9F0CDBE3E40,2020-06-13 10:59:27,../photos/RUchCHA1194_1592026169_p2.jpeg,0101000020E6100000AB3DEC85022F5340AC2BB011D2BE3E40,2020-06-13 10:59:35,100,sector 39,2020-06-13 11:00:36,schchandi,True,work completed,chchandi,2023-12-08 00:00:00,chchandi,2023-12-08 10:39:17.641639,76.7344944,30.7453299,76.734529,30.7453929,6.58,4.92,,Dr Arman singh,,NaN,,NaN
